Artamene ſurpris d’une nouvelle ſi faſcheuse, envoya promptement ſes ordres à toutes les Portes de Sinope;	Artamène surpris d’une nouvelle si fâcheuse, envoya promptement ses ordres à toutes les Portes de Sinope;
& fut luy meſme en perſonne, pour taſcher de retrouver ſon priſonnier.	et fut lui-même en personne, pour tâcher de retrouver son prisonnier.
Mais durant qu’il eſtoit à un des bouts de la Ville, il sçeut qu’une troupe de gens armez paroiſſoit à l’autre;	Mais durant qu’il était à un des bouts de la Ville, il sut qu’une troupe de gens armés paraissait à l’autre;
& qu’ils taſchoient de ſe rendre Maiſtres de la Porte.	et qu’ils tâchaient de se rendre Maîtres de la Porte.
Il y courut auſſi toſt;	Il y courut aussitôt;
mais il y arriva trop tard:	mais il y arriva trop tard:
car le Roy d’Aſſirie eſtoit deſja ſorti,	car le Roi d’Assyrie était déjà sorti,
& avoit forcé le Corps de Garde.	et avait forcé le Corps de Garde.
Il y avoit pourtant encore quelques uns des ſiens, commandez par Aribée, que l’on avoit creû mort,	Il y avait pourtant encore quelques-uns des siens, commandés par Aribée, que l’on avait cru mort,
& qui s’eſtoit retiré de deſſous ces ruines qui l’avoient enſeveli;	et qui s’était retiré de dessous ces ruines qui l’avaient enseveli;
qui pour donner temps au Roy d’Aſſirie de ſe ſauver, rendoient encore avec luy quelque combat, malgré les bleſſures que ce perfide avoit deſja reçeuës.	qui pour donner temps au Roi d’Assyrie de se sauver, rendaient encore avec lui quelque combat, malgré les blessures que ce perfide avait déjà reçues.
Mais Artamene ne l’eut pas pluſtost reconnu, qu’il luy dit;	Mais Artamène ne l’eut pas plutôt reconnu, qu’il lui dit;
Traiſtre, tu és donc reſſuscité, pour trahir encore une fois ton Maiſtre!	Traître, tu es donc ressuscité, pour trahir encore une fois ton Maître!
Mais ſi tu veux échaper de mes mains, il faut que les tiennes m’oſtent la vie.	Mais si tu veux échapper de mes mains, il faut que les tiennes m’ôtent la vie.
En diſant cela, il fut à luy, avec une impetuoſité ſi grande;	En disant cela, il fut à lui, avec une impétuosité si grande;
qu’Aribée, quoy que courageux, fut contraint de laſcher le pied.	qu’Aribée, quoique courageux, fut contraint de lâcher le pied.
Ce ne fut neantmoins reculer ſa perte que d’un moment:	Ce ne fut néanmoins reculer sa perte que d’un moment:
car Artamene le preſſa de telle ſorte;	car Artamène le pressa de telle sorte;
qu’il ne ſongea plus qu’à parer les coups qu’il luy portoit:	qu’il ne songea plus qu’à parer les coups qu’il lui portait:
cedant viſiblement à la valeur d’un homme, qui ne combatoit gueres ſans vaincre.	cédant visiblement à la valeur d’un homme, qui ne combattait guère sans vaincre.
Il luy donna donc enfin un ſi grand coup d’eſpée à travers le corps, au deffaut de ſa cuiraſſe, qu’il l’abatit à ſes pieds.	Il lui donna donc enfin un si grand coup d’épée à travers le corps, au défaut de sa cuirasse, qu’il l’abattit à ses pieds.
Là, il advoüa avant qu’expirer, que s’eſtant retiré de deſſous ces ruines, il avoit raſſemblé tout ce qu’il avoit pû des ſiens, qu’il avoit fait cacher parmi ces maiſons bruſlées:	Là, il avoua avant qu’expirer, que s’étant retiré de dessous ces ruines, il avait rassemblé tout ce qu’il avait pu des siens, qu’il avait fait cacher parmi ces maisons brûlées:
& qu’ayant sçeu en quel Apartement eſtoit le Roy d’Aſſirie, il avoit eſté au commencement de la nuit, monter ſur cét amas de cendres	et qu’ayant su en quel Appartement était le Roi d’Assyrie, il avait été au commencement de la nuit, monter sur cet amas de cendres
& de bois à demi conſumé;	et de bois à demi-consumé;
faire quelque bruit à la feneſtre de ce Prince, pour l’obliger à y regarder;	faire quelque bruit à la fenêtre de ce Prince, pour l’obliger à y regarder;
& que la choſe luy ayant ſuccedé, il l’avoit fait ſauver par cette feneſtre.	et que la chose lui ayant succédé, il l’avait fait sauver par cette fenêtre.
A ces mots, cét infidelle perdit la parole	À ces mots, cet infidèle perdit la parole
& la vie:	et la vie:
& tous ſes compagnons le voyant en cét eſtat, prirent auſſi toſt la ſuite.	et tous ses compagnons le voyant en cet état, prirent aussitôt la suite.
Mais Artamene fut contraint de ne pourſuivre pas davantage un Prince, que l’obſcurité de la nuit, déroboit facilement à ſes ſoins.	Mais Artamène fut contraint de ne poursuivre pas davantage un Prince, que l’obscurité de la nuit, dérobait facilement à ses soins.
Comme il s’en fut retourné au Chaſteau, il dépeſcha vers Ciaxare, pour l’advertir de cét accident:	Comme il s’en fut retourné au Château, il dépêcha vers Cyaxare, pour l’avertir de cet accident:
& s’occupa tout le reſte de la nuit, à conſiderer le caprice de ſa fortune	et s’occupa tout le reste de la nuit, à considérer le caprice de sa fortune
& de ſon malheur.	et de son malheur.
Repaſſant donc tout ce qui luy eſtoit arrivé, il s’eſtonnoit quelqueſfois, qu’une vie auſſi peu avancée que la ſienne, euſt deſja eſté ſubjette à tant d’evenemens extraordinaires:	Repassant donc tout ce qui lui était arrivé, il s’étonnait quelquefois, qu’une vie aussi peu avancée que la sienne, eût déjà été sujette à tant d’évènements extraordinaires:
& ſe promenant ſeul dans ſa chambre (car il n’avoit pû ſe reſoudre de ſe remettre au lit) il apperçeut ſur la table des Tablettes de feüilles de Palmier, aſſez magnifiques:	et se promenant seul dans sa chambre (car il n’avait pu se résoudre de se remettre au lit) il aperçut sur la table des Tablettes de feuilles de Palmier, assez magnifiques:
Mais helas!	Mais hélas!
quelle ſurprise fut la ſienne, lors qu’en les ouvrant, il vit qu’il y avoit quelque choſe qui eſtoit eſcrit de la main de ſa Princeſſe.	quelle surprise fut la sienne, lorsqu’en les ouvrant, il vit qu’il y avait quelque chose qui était écrit de la main de sa Princesse.
Il les regarde de plus prés;	Il les regarde de plus près;
il parcourt en un moment toutes ces precieuſes lignes;	il parcourt en un moment toutes ces précieuses lignes;
& apres s’eſtre fortement confirmé en l’opinion que c’eſtoit elle qui les avoit tracées:	et après s’être fortement confirmé en l’opinion que c’était elle qui les avait tracées:
il lût diſtinctement ces paroles.	il lut distinctement ces paroles.
